"img-link href","photo-count","list-view-price","list-view-date","celly","celly 2","celly 3","celly 4","eids-badge__description","he-lazy-image src","eids-badge__label","list-view-location","img-wrp href","he-lazy-image src 2","listing-card--owner-info__firm-name","listing-card--owner-info__name","he-lazy-image src 3","list-view-header"
"https://www.hepsiemlak.com/ankara-yenimahalle-guventepe-kiralik/daire/63101-154","49","25.000","04-06-2025","2 +
                          1","100 m²","16
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Ankara / Yenimahalle / Güventepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/star-life-gayrimenkul-63101/omer-duran-1141331","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/3/3/1/4/1/1/6a609461-79a9-41b3-9190-596b8d690b91.jpg","Star Lıfe Gayrimenkul","Ömer
          Duran","",""
"https://www.hepsiemlak.com/ankara-cankaya-gokkusagi-kiralik/daire/20743-2227","25","23.500","02-06-2025","2 +
                          1","95 m²","35
                        Yaşında","Giriş Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Ankara / Çankaya / Gökkuşağı Mah.","https://www.hepsiemlak.com/emlak-ofisi/arzum-emlak-20743/besim-kardes-20743","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Arzum Emlak","Besim
          Kardeş","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/4/7/0/2/0/0c8dae44-d9d2-44c1-a719-7afd10d7b39a.jpg",""
"https://www.hepsiemlak.com/ankara-cankaya-beytepe-kiralik/daire/88777-252","58","85.000","04-06-2025","4 +
                          1","220 m²","9
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Ankara / Çankaya / Beytepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/rega-emlak-88777/mahmut-yasar-1758417","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/1/4/8/5/7/1/95498103-c039-4beb-b5c3-fdec4d191681.jpg","Rega Emlak","Mahmut
          Yaşar","",""
"https://www.hepsiemlak.com/istanbul-besiktas-yildiz-kiralik/daire/121012-576","23","115.500","14-05-2025","1 +
                          1","80 m²","Sıfır Bina","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Beşiktaş / Yıldız Mah.","https://www.hepsiemlak.com/emlak-ofisi/fdn-gayrimenkul-real-estate-121012/ummet-fidan-2769229","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/6/2/0/9/6/0/1/4/1be61fe8-5d4c-450b-9793-5fc3daa27949.jpeg","Fdn Gayrimenkul Real Estate","Ümmet
          Fidan","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/9/2/2/9/6/7/2/04d271d2-99cf-4e3c-8edf-2bb3bb1e9b14.jpg",""
"https://www.hepsiemlak.com/istanbul-kucukcekmece-kemalpasa-kiralik/daire/146033-37","46","23.000","04-05-2025","3 +
                          1","125 m²","35
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Küçükçekmece / Kemalpaşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/etap-pe-146033","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/9/5/4/1/4/5/4/4/1745843982664-44541459.jpg","Etap Pe","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/3/0/6/4/1/a0c36610-2879-4870-8987-72726321c3b4.jpg",""
"https://www.hepsiemlak.com/istanbul-beyoglu-hacimimi-kiralik/daire/104642-2726","48","100.000","29-05-2025","2 +
                          1","90 m²","3
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Beyoğlu / Hacımimi Mah.","https://www.hepsiemlak.com/emlak-ofisi/realtyone-property-management-104642/hasan-aydin-2202440","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/3/2/8/7/1/6/4/4/481f8e74-dcbc-4a04-8992-47cff0fd76eb.jpg","Realtyone Property Management","Hasan
          Aydın","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/4/4/2/0/2/2/53b58480-fbea-42d8-98f7-d5e689a1f92e.jpg",""
"https://www.hepsiemlak.com/istanbul-sariyer-maden-kiralik/daire/136321-644","16","17.000","02-06-2025","1 +
                          1","80 m²","27
                        Yaşında","Giriş Katı","","","","İstanbul / Sarıyer / Maden Mah.","https://www.hepsiemlak.com/emlak-ofisi/aylis-gayrimenkul-136321","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/2/4/4/0/0/1/4/4/1742635287035-44100442.jpg","Aylis Gayrimenkul","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/2/3/6/3/1/f8deb28f-49ee-4a18-83be-3cf6db0a4acb.jpg",""
"https://www.hepsiemlak.com/istanbul-sariyer-buyukdere-kiralik/daire/136321-666","17","25.000","02-06-2025","2 +
                          1","125 m²","13
                        Yaşında","Giriş Katı","","","","İstanbul / Sarıyer / Büyükdere Mah.","https://www.hepsiemlak.com/emlak-ofisi/aylis-gayrimenkul-136321","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/2/3/6/0/2/2/4/4/1740039150030-44220632.jpg","Aylis Gayrimenkul","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/2/3/6/3/1/f8deb28f-49ee-4a18-83be-3cf6db0a4acb.jpg",""
"https://www.hepsiemlak.com/istanbul-sariyer-sariyer-merkez-kiralik/daire/136321-692","9","32.000","02-06-2025","2 +
                          1","100 m²","25
                        Yaşında","2. Kat","","","","İstanbul / Sarıyer / Sarıyer Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/aylis-gayrimenkul-136321/ayse-buran-3689229","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/2/9/1/2/3/7/4/4/1748872547331-44732192.jpg","Aylis Gayrimenkul","Ayşe
          Buran","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/9/2/2/9/8/6/3/3c91c0fb-9906-43d4-a7cc-e25f11cc20ab.jpg",""
"https://www.hepsiemlak.com/istanbul-kagithane-celiktepe-kiralik/daire/81240-12003","16","21.000","02-06-2025","2 +
                          1","75 m²","27
                        Yaşında","Giriş Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Kağıthane / Çeliktepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/artum-yapi-gayrimenkul-81240","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/1/8/0/8/0/5/4/4/03c12340-4974-4956-b8bd-7a39c54ab5a0.jpg","Artum Yapı Gayrimenkul","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/4/2/1/8/0/17a8d46c-7ef2-4c69-b583-9473739d5623.jpg",""
"https://www.hepsiemlak.com/istanbul-sisli-harbiye-kiralik/daire/29818-434","19","220.000","02-06-2025","2 +
                          1","110 m²","39
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Şişli / Harbiye Mah.","https://www.hepsiemlak.com/emlak-ofisi/bizz-gayrimenkul-29818/nilay-bozkus-29818","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/8/6/9/0/3/7/4/4/1748865397-22669-44730968.jpeg","Bizz Gayrimenkul","Nilay
          Bozkuş","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/8/1/8/9/2/0/dde46a81-b40f-47dd-a668-d321b699993d.jpg",""
"https://www.hepsiemlak.com/gaziantep-sehitkamil-alpaslan-kiralik/daire/159570-13","34","20.000","02-06-2025","3 +
                          1","165 m²","3
                        Yaşında","2. Kat","","","","Gaziantep / Şehitkamil / Alpaslan Mah.","https://www.hepsiemlak.com/emlak-ofisi/hkm-gayrimenkul-159570/hatice-erat-4459723","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/1/1/2/7/1/7/4/4/efe4a189b3b8449d5cb9e22c2cd160cc4e6650e8e41f6661335df99f4f931ac92c17576c0b58bf278903e6c75864a407.jpg","H.k.m Gayrimenkul","Hatice
          Erat","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/3/2/7/9/5/4/4/f15eafb8-0596-41ef-b78c-0a27b58e0b6e.jpg",""
"https://www.hepsiemlak.com/izmir-konak-kultur-kiralik/daire/37033-3727","39","72.000","02-06-2025","4 +
                          1","240 m²","40
                        Yaşında","7. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İzmir / Konak / Kültür Mah.","https://www.hepsiemlak.com/emlak-ofisi/demet-emlak-37033","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/5/3/8/8/3/6/3/4/1730483653454-43638835.jpg","Demet Emlak","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/3/0/7/3/0/a4f1ec69-3228-460d-bb5c-3373bf7c7b62.jpg",""
"https://www.hepsiemlak.com/aydin-efeler-yedi-eylul-kiralik/daire/154624-41","11","22.000","02-06-2025","2 +
                          0","65 m²","Sıfır Bina","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Aydın / Efeler / Yedi Eylül Mah.","https://www.hepsiemlak.com/emlak-ofisi/hm-gayrimenkul-154624/melek-urek-4357756","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/3/7/0/9/2/7/4/4/1748849865-75497-44729073.jpeg","Hm Gayrimenkul","Melek
          Ürek","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/6/5/7/7/5/3/4/c565c003-a6ef-4d6b-bd9a-d4c9987a6546.jpg",""
"https://www.hepsiemlak.com/izmir-bayrakli-mansuroglu-kiralik/daire/153258-35","28","27.000","28-05-2025","3 +
                          1","120 m²","30
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İzmir / Bayraklı / Mansuroğlu Mah.","https://www.hepsiemlak.com/emlak-ofisi/empa-danismanlik-153258","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/8/2/0/6/0/7/4/4/9715ac4b-e5dc-4d5d-b465-fd2ae66e0e3c.jpg","Empa Danışmanlık","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/5/2/3/5/1/f42358f3-8d63-469b-96f3-31670ed31524.jpg",""
"https://www.hepsiemlak.com/ankara-cankaya-kirkkonaklar-kiralik/daire/136254-358","20","28.000","01-06-2025","3 +
                          1","135 m²","15
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Ankara / Çankaya / Kırkkonaklar Mah.","https://www.hepsiemlak.com/emlak-ofisi/ay-emlak-136254/tugba-seker-3685140","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/2/3/0/2/4/6/4/4/329b1929-eb4a-4343-bef1-309a2d2a5731.jpg","Ay Emlak","Tuğba
          Şeker","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg",""
"https://www.hepsiemlak.com/istanbul-kucukcekmece-atakent-kiralik/daire/136254-359","25","65.000","01-06-2025","3 +
                          1","170 m²","1
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Küçükçekmece / Atakent Mah.","https://www.hepsiemlak.com/emlak-ofisi/ay-emlak-136254/tugba-seker-3685140","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/6/1/4/4/2/7/4/4/fc38bd32-11d9-467c-9971-c1c93089105e.jpg","Ay Emlak","Tuğba
          Şeker","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg",""
"https://www.hepsiemlak.com/ankara-cankaya-kazim-ozalp-kiralik/daire/4537-10942","14","29.500","01-06-2025","1 +
                          1","65 m²","28
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Ankara / Çankaya / Kazım Özalp Mah.","https://www.hepsiemlak.com/emlak-ofisi/borsem-kuleli-temsilciligi-4537/okan-erden-4537","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/2/7/4/9/5/5/4/4/41e54bef-ce45-4fce-8308-aaa8d8e60c6d.jpg","Borsem Kuleli Temsilciliği","Okan
          Erden","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/3/5/4/0/0/2e56f0ee-5c1f-46c5-abe1-a5e527a13bb4.jpg",""
"https://www.hepsiemlak.com/istanbul-beykoz-tokatkoy-kiralik/daire/153656-77","11","25.000","31-05-2025","3 +
                          1","135 m²","30
                        Yaşında","2. Kat","","","","İstanbul / Beykoz / Tokatköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/west-gayrimenkul-ve-danismanlik-153656/gurkan-keles-4330120","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/6/2/6/3/2/7/4/4/1748694119-819374-44723626.jpeg","West Gayrimenkul Ve Danışmanlık","Gürkan
          Keleş","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/2/1/0/3/3/4/df6c96ac-9684-4bed-a2b6-d88ba4b4c3d2.jpg",""
"https://www.hepsiemlak.com/istanbul-buyukcekmece-ataturk-kiralik/daire/142108-163","35","29.990","31-05-2025","2 +
                          1","110 m²","1
                        Yaşında","2. Kat","","","","İstanbul / Büyükçekmece / Atatürk Mah.","https://www.hepsiemlak.com/emlak-ofisi/uzmanlar-gayrimenkul-142108","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/6/1/0/3/2/7/4/4/417e3343-7dba-4101-8048-ff2a7c51415a.jpg","Uzmanlar Gayrimenkul","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/0/1/2/4/1/e025fdd8-8534-40fc-bdfb-e0610eb9e5dd.PNG",""
"https://www.hepsiemlak.com/aydin-didim-cumhuriyet-kiralik/daire/71180-744","21","20.000","31-05-2025","2 +
                          1","100 m²","14
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Aydın / Didim / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/yatirim-emlak-arsa-ofisi-71180","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/4/0/6/5/9/5/4/4/9af03f64-49c0-4e53-b00a-4b392e2a4caa.jpg","Yatırım Emlak Arsa Ofisi","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/8/1/1/7/0/7a10bd59-3568-443d-8397-a9eec7afefc0.jpg",""
"https://www.hepsiemlak.com/ankara-altindag-gultepe-kiralik/daire/106451-273","10","25.000","29-05-2025","3 +
                          1","120 m²","15
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Ankara / Altındağ / Gültepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/ig-tower-106451/ibrahim-goker-2226134","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/6/2/1/5/6/6/4/4/1747815404039-44665126.jpg","İg Tower","İbrahim
          Göker","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/4/3/1/6/2/2/2/5ed265f3-0dba-4860-9f01-32239d327a34.jpg",""
"https://www.hepsiemlak.com/bursa-nilufer-dumlupinar-kiralik/daire/144428-114","24","22.000","30-05-2025","2 +
                          1","75 m²","3
                        Yaşında","6. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Bursa / Nilüfer / Dumlupınar Mah.","https://www.hepsiemlak.com/emlak-ofisi/pera-gayrimenkul-144428","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/3/9/4/9/1/7/4/4/1748615856-894466-44719493.jpeg","Pera Gayrimenkul","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/2/4/4/4/1/25adfdbf-a291-4fca-9182-b9d6bc6705ee.jpg",""
"https://www.hepsiemlak.com/ankara-cankaya-kizilirmak-kiralik/daire/94732-477","37","80.000","21-05-2025","4 +
                          1","200 m²","11
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Ankara / Çankaya / Kızılırmak Mah.","https://www.hepsiemlak.com/emlak-ofisi/real-estate-ankara-94732/real-estate-ankara-1967681","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/2/0/2/2/2/3/3/4/1747859370-792089-43322202.jpeg","Real Estate Ankara","Real Estate
          Ankara","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/8/6/7/6/9/1/4f1333bf-dfdb-46d0-aac9-6dabcc41e3c8.jpg",""
"https://www.hepsiemlak.com/bursa-nilufer-30-agustos-zafer-kiralik/daire/156867-10","40","30.000","31-05-2025","3 +
                          1","160 m²","5
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Bursa / Nilüfer / 30 Ağustos Zafer Mah.","https://www.hepsiemlak.com/emlak-ofisi/wise-invest-gayrimenkul-156867","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/6/8/6/5/1/fdf4f814-14e4-4607-8622-adc5d761c7e2.jpg","Wıse İnvest Gayrimenkul","","",""
"https://www.hepsiemlak.com/ankara-mamak-caglayan-kiralik/daire/131613-83","14","13.000","29-05-2025","Stüdyo","40 m²","6
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Ankara / Mamak / Çağlayan Mah.","https://www.hepsiemlak.com/emlak-ofisi/tanem-emlak-131613","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/1/6/1/3/1/b86fd760-0897-4cfd-a938-d36cf72e7000.jpg","Tanem Emlak","","",""
"https://www.hepsiemlak.com/balikesir-bandirma-pasakonak-kiralik/daire/145592-103","15","32.500","28-05-2025","5 +
                          2","239 m²","20
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Balıkesir / Bandırma / Paşakonak Mah.","https://www.hepsiemlak.com/emlak-ofisi/cem-guler-gayrimenkul-145592/cem-guler-4125583","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/3/8/5/5/2/1/4/c84776c8-06ee-4f01-9dd7-f4a6f715c5a2.jpg","Cem Güler Gayrimenkul","Cem
          Güler","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/9/5/5/4/1/d93207c6-948c-4744-a7c1-9e20931e6e9d.jpg",""
"https://www.hepsiemlak.com/bursa-nilufer-gorukle-kiralik/daire/158446-2","12","10.500","13-05-2025","2 +
                          1","55 m²","15
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Bursa / Nilüfer / Görükle Mah.","https://www.hepsiemlak.com/emlak-ofisi/cagla-gayrimenkul-158446","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/7/2/6/2/2/6/4/4/1747137386-034494-44622627.jpeg","Çağla Gayrimenkul","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/4/4/8/5/1/faae59f5-fabd-4ff8-96d0-8d1d44451faa.jpg",""
"https://www.hepsiemlak.com/bursa-nilufer-gorukle-kiralik/daire/158446-1","13","15.500","28-05-2025","2 +
                          1","75 m²","2
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Bursa / Nilüfer / Görükle Mah.","https://www.hepsiemlak.com/emlak-ofisi/cagla-gayrimenkul-158446","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/3/4/5/2/2/6/4/4/1747136847-180084-44622543.jpeg","Çağla Gayrimenkul","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/4/4/8/5/1/faae59f5-fabd-4ff8-96d0-8d1d44451faa.jpg",""
"https://www.hepsiemlak.com/balikesir-bandirma-17-eylul-kiralik/daire/145592-97","47","27.000","22-05-2025","2 +
                          1","70 m²","16
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Balıkesir / Bandırma / 17 Eylül Mah.","https://www.hepsiemlak.com/emlak-ofisi/cem-guler-gayrimenkul-145592/cem-guler-4125583","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/5/0/4/3/7/6/4/4/acadc800-911f-4972-bf23-a159571b3fa6.jpg","Cem Güler Gayrimenkul","Cem
          Güler","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/3/8/5/5/2/1/4/c84776c8-06ee-4f01-9dd7-f4a6f715c5a2.jpg",""
"https://www.hepsiemlak.com/istanbul-adalar-burgazada-kiralik/daire/104087-3806","23","275.000","02-06-2025","2 +
                          1","80 m²","35
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/4/0/3/8/5/4/4/1746527371-000751-44583045.jpeg","EİDS onaylı","İstanbul / Adalar / Burgazada Mah.","https://www.hepsiemlak.com/emlak-ofisi/wen-gayrimenkul-as-104087","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Wen Gayrimenkul A.Ş","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/8/0/4/0/1/c3c53eec-a93e-466f-a0f9-2bd595a7a6cb.jpg","Burgazada’da Merkeze Yakın Mobilyalı 2+1"
"https://www.hepsiemlak.com/gaziantep-sahinbey-bestepe-kiralik/daire/156599-24","10","10.000","25-04-2025","1 +
                          1","95 m²","7
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/7/7/2/5/4/4/1745576271116-44527743.jpg","EİDS onaylı","Gaziantep / Şahinbey / Beştepe Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","","Beştepe'de Havuzlu Aile Sitesinde Kiralık Uygun Fiyatlı Daire"
"https://www.hepsiemlak.com/samsun-atakum-korfez-kiralik/daire/145955-72","25","13.500","04-06-2025","1 +
                          1","50 m²","Sıfır Bina","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/0/6/1/8/4/4/4/ce63bc00-e598-4e3c-8ddf-9891512a1659.jpg","EİDS onaylı","Samsun / Atakum / Körfez Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","","Samsun Atakum’da Sahile Yakın, Eşyalı, Sıfır 1+1 Kiralık Daire! Yerden Isıtmalı, Ayrı Mutfaklı!"
"https://www.hepsiemlak.com/ankara-golbasi-karsiyaka-kiralik/daire/36851-31213","28","22.000","04-06-2025","2 +
                          1","80 m²","Sıfır Bina","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/7/9/5/1/7/4/4/406d17b4-2dd8-4ecf-a15c-8c50911eec2d.jpg","EİDS onaylı","Ankara / Gölbaşı / Karşıyaka Mah.","https://www.hepsiemlak.com/emlak-ofisi/levent-emlak-36851/emine-memis-748349","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Levent Emlak","Emine
          Memiş","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/9/4/3/8/4/7/19a1abcf-1cce-433e-86ff-4f4f7544432b.jpg","Levent'ten Gölbaşı Ufuk Göl Evlerinde 2+1 , 80 M2 Katta Ön Cephe Asansörlü Kapalı - Açık Otoparklı"
"https://www.hepsiemlak.com/ankara-cankaya-yukari-dikmen-kiralik/daire/25118-218","17","25.000","04-06-2025","1 +
                          1","70 m²","Sıfır Bina","Giriş Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/4/5/8/9/5/4/4/1746722253671-44598548.jpg","EİDS onaylı","Ankara / Çankaya / Yukarı Dikmen Mah.","https://www.hepsiemlak.com/emlak-ofisi/emg-estate-agent-25118/emine-yigit-25118","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Emg Estate Agent","Emine
          Yiğit","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/8/1/1/5/2/0/61e74f66-54ff-41b0-aee6-2cf20ba02117.jpg","Hilal Mahallesinde 1+1 Kiralık   Sıfır Daire"
"https://www.hepsiemlak.com/gaziantep-sahinbey-gumustekin-kiralik/daire/135327-144","10","5.500","03-06-2025","2 +
                          0","65 m²","11
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/6/6/5/3/7/4/4/6f877ad3858ccf6851aadf4c70ce3b09770a18cee5db99d0f6d07934ad95086b880eb33084028c34229ac652001ca30e.jpg","EİDS onaylı","Gaziantep / Şahinbey / Gümüştekin Mah.","https://www.hepsiemlak.com/emlak-ofisi/giza-emlak-ve-insaat-135327/hakki-cimen-3625813","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Giza Emlak Ve İnşaat","Hakkı
          Çimen","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/3/1/8/5/2/6/3/98ae1c80-96c5-42c4-a883-dca21ed4a582.jpg","Giza Emlak&inşaat'tan Kiralık Gümüştekinde 2 Odalı Doğalgazlı Ev"
